file,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159
AA03-co-400,0.59008193,0.9286374,0.31768367,0.50102407,0.4539171,0.6889465,0.54309046,0.5010446,0.79542196,0.5642246,0.61839247,1.1181458,1.0494858,0.4484463,0.5138934,0.6387098,0.6596652,0.7583536,0.19673662,0.9668606,0.6374828,0.55021495,1.0811222,0.6329876,1.2796174,0.6819399,0.28500944,0.8278486,0.629924,0.5957268,0.7742064,0.41367355,-0.46583453,0.8277931,0.06808432,0.48984775,-0.3529502,-0.5823153,-0.45149067,-0.38262165,0.61074144,0.41814283,-0.46446714,0.95225316,0.6410148,0.3333375,-0.18792078,0.4595378,0.43166927,0.67362946,0.032610033,0.5147244,0.0912126,-0.11223337,0.19555242,0.5781399,1.2267451,0.2574619,0.07623353,0.5839767,-0.52500445,0.08663461,0.6575399,-0.15316764,1.2388659,0.5761629,0.8730842,0.55832034,0.98472863,1.1496198,1.4417957,1.5968177,1.4891083,0.90508753,1.0556887,0.6932661,0.5400991,0.35485047,1.312046,0.5264301,0.7324494,1.0596871,0.69175357,0.65445936,1.415681,0.8784333,0.29164144,0.68689394,0.28096452,0.43579006,0.27231812,0.98026145,0.8172616,0.16201386,0.9511024,0.93116206,1.2380567,-0.5758394,0.8724223,-0.5580745,0.98418844,1.1493936,1.4410495,1.5962678,1.4883777,-0.90471375,1.0554639,-0.69261736,-0.38727668,-0.35468075,1.3111708,-0.5262935,-0.73236597,-1.0593853,-0.6908427,-0.6538154,1.4149201,0.87787896,0.19847757,-0.686325,-0.23937382,-0.43559265,-0.27167055,-0.9800297,0.8170142,-0.15695983,-0.9507959,0.93034476,0.09396653,0.0911567,0.008946972,0.108273484,0.18049175,0.0573378,0.16331126,0.095564954,0.07233967,0.1761839,0.18541111,0.17127052,0.20914175,0.011856767,0.058891445,0.023134114,0.04733094,0.06263693,0.07574112,0.18251826,0.13593549,0.0069193267,0.0830122,0.25117087,0.17415263,-0.012922674,0.09493083,0.11362509,0.017770732,0.2169116,0.12684932,0.1008563
AA01-co-10,0.4602906,0.7835951,1.2636528,0.4348312,0.85932076,0.41056338,0.43526626,0.61031836,1.182863,0.8457901,0.27018073,1.0705574,1.8815178,0.8522231,0.90234643,0.69202584,1.1294422,0.5751892,0.45093694,1.1415244,1.3272593,0.843531,2.0721955,0.77201927,0.9275484,1.1646218,0.57468843,1.0432206,0.503683,0.7390834,0.80972433,0.5236713,-0.37874976,0.6291477,0.6219684,0.40891385,-0.22008395,-0.3729555,-0.33902246,-0.43477932,0.501723,0.5175878,-0.12695614,0.8399147,1.0339277,0.7898177,0.062444568,0.600239,0.48112354,0.44360632,0.24977234,0.65128416,-0.10527825,-0.4345807,0.12853399,0.75789434,0.75401515,0.21047044,0.30946937,0.5504037,-0.40916514,0.5561819,0.65972424,-0.1113989,1.392881,0.674075,0.73836344,0.80116576,1.0040996,1.1812458,1.472076,2.1650312,1.5268457,0.7834228,1.4887736,0.5764079,0.5956568,0.33155137,1.2683185,0.59837925,0.38218108,1.1341623,0.66240656,0.6309123,1.4890267,0.9241274,0.2249231,0.9568044,0.14085981,0.26778963,0.24023087,0.763487,0.8545414,0.17764345,1.0121143,0.49529237,1.3922763,-0.67385846,0.7378906,-0.8008887,1.003722,1.1811349,1.471565,2.1646495,1.5263062,-0.7831365,1.4886713,-0.57571894,0.13055053,-0.33140108,1.2676566,-0.59827054,-0.38213998,-1.1337495,-0.6623475,-0.63041264,1.4884715,0.9237261,0.069706365,-0.95638037,0.022329843,-0.26764292,-0.23991866,-0.7632984,0.8542844,-0.17751339,-1.0118527,0.4947123,0.00987441,-0.008809388,-0.048343115,0.0666993,0.05283313,-0.026142646,0.3215361,0.025989264,-0.0086031435,0.14602447,0.29134506,0.33246142,0.099268265,0.011562317,-0.016240895,0.037228525,-0.0057673254,0.060702693,-0.019362729,0.34652838,0.24187474,-0.012244673,0.07898966,0.39743102,0.31290165,-0.07247841,0.10109379,0.24959645,-0.048038773,0.39370248,0.021860946,0.025425445
AA10-nc-400,0.6196808,0.95760614,0.34477547,0.50117093,0.49875966,0.71733195,0.54356647,0.55418825,0.77621764,0.5605309,0.64586884,1.1448953,0.95552194,0.4342357,0.58771735,0.63049656,0.7049264,0.79623395,0.19296607,0.9265094,0.60111594,0.5362074,0.9440733,0.5827665,1.3655066,0.6654952,0.31835136,0.80441386,0.63257843,0.5912429,0.7902707,0.43629208,-0.50238246,0.8386839,0.03147817,0.48797718,-0.37967628,-0.61535,-0.45673463,-0.4154009,0.6064918,0.4223627,-0.49891257,0.96984667,0.5750631,0.3054215,-0.20644394,0.46589527,0.4521822,0.6981319,-0.0025355564,0.48149326,0.057500143,-0.15896073,0.11533517,0.5316454,1.2961187,0.25957057,0.08156721,0.5675793,-0.52602756,0.0862976,0.67089164,-0.19885549,1.2222452,0.57011634,0.88235,0.5441265,0.99505347,1.1275434,1.4349803,1.5563017,1.489142,0.9038358,1.0167583,0.6828486,0.55818355,0.3539046,1.3148683,0.51268077,0.7408506,1.0583012,0.708473,0.6591944,1.4117384,0.8675528,0.255303,0.6849524,0.2889464,0.43840772,0.2608847,1.0109893,0.8274372,0.15574528,0.94923,0.94710886,1.2213778,-0.5698094,0.88164717,-0.54385984,0.9945287,1.1273549,1.434287,1.5557382,1.4883912,-0.90351015,1.0165619,-0.6822665,-0.45963016,-0.35372907,1.3139282,-0.5125502,-0.7407406,-1.0580118,-0.70842344,-0.6583946,1.4109415,0.86700255,0.16598427,-0.68435115,-0.2693275,-0.43818897,-0.26032293,-1.0107579,0.82724607,-0.15553524,-0.94896394,0.9462378,0.0940682,0.090287514,0.007583772,0.10682335,0.18132375,0.05647654,0.16137299,0.09557629,0.071971476,0.17390852,0.18414162,0.1694173,0.21016829,0.011825135,0.058214232,0.022891916,0.047227263,0.06275157,0.074811965,0.18074995,0.13471094,0.006643216,0.08254,0.24943787,0.17257422,-0.014344232,0.09572285,0.11211751,0.016549848,0.21505259,0.12723507,0.101356246
AA07-co-100,0.5342926,0.9371965,0.47975403,0.54775417,0.5036912,0.6610938,0.5658587,0.5193076,0.94676745,0.6009721,0.6191603,1.0941303,1.3428448,0.5241294,0.6618593,0.6299057,0.710771,0.7564506,0.32306567,1.1757597,0.86353093,0.69879395,1.51547,0.74229974,1.2761087,0.81723094,0.37318793,0.9149083,0.6649864,0.64194524,0.88915205,0.4206179,-0.40059635,0.8101711,0.11733458,0.5260171,-0.32425746,-0.4920327,-0.44625893,-0.3324881,0.6563607,0.41892064,-0.41918617,0.88524145,0.8513568,0.3943867,0.0026932932,0.44820005,0.3864182,0.62237066,0.10887475,0.63959074,0.1599858,0.030869713,0.45813727,0.6763966,1.1448237,0.37005314,0.12837768,0.6247627,-0.52184683,0.09949947,0.7270006,-0.101058766,1.2348393,0.57666475,0.84960115,0.6077763,0.9285546,1.2141479,1.4229321,1.6926613,1.4655498,0.9220835,1.1080424,0.7057154,0.670323,0.32994217,1.2710134,0.5541485,0.71936095,1.0554386,0.6438359,0.68581533,1.3952981,0.91329837,0.31982747,0.6477986,0.25716558,0.4585814,0.30755168,0.96493775,0.80740625,0.16658571,0.9356881,0.9531665,1.2339197,-0.5763002,0.8488551,-0.6075221,0.9279501,1.2138902,1.422093,1.6920418,1.4647256,-0.92165023,1.1077955,-0.7049685,-0.21489874,-0.32730067,1.2700268,-0.553987,-0.7192676,-1.0551327,-0.6329527,-0.6851999,1.3944398,0.91266763,0.23975602,-0.64579445,-0.19679396,-0.45837107,-0.30711824,-0.96470594,0.8071173,-0.1656062,-0.93534577,0.95225394,0.10461023,0.10632693,0.017665334,0.11646966,0.19024752,0.07032928,0.15384622,0.10440105,0.08419969,0.18584168,0.17915612,0.16124615,0.21671015,0.0119975805,0.070561096,0.022422815,0.05460257,0.062300574,0.090098545,0.17211267,0.12955329,0.0096176,0.08475837,0.24263486,0.16548952,-0.0035801441,0.09189475,0.10527314,0.02801247,0.20541593,0.13874559,0.10669923
AA07-co-1,0.454297,0.88487947,0.07780135,1.2458253,0.35400486,0.16489935,0.35769045,0.10097465,1.1340117,0.34557015,0.48244196,0.5965709,1.7869668,0.23425001,0.28513,0.16956675,0.40817523,0.083020926,0.5756264,1.0198021,0.74481076,0.6022183,0.89315367,1.627068,1.0541062,0.50909996,0.28101724,0.15250176,0.31868303,0.4298388,0.51313466,0.51518124,-0.41565984,0.7858889,-0.031560093,1.2245327,-0.29652077,-0.15881406,-0.24496803,0.08765411,0.9093244,-0.31762016,-0.35407406,0.52199024,1.6204599,0.21448204,0.21470563,0.15389141,-0.37019023,-0.013253868,0.5548568,0.97698617,0.644552,0.56561613,0.81280065,1.5784149,0.99284077,0.4820064,-0.27269316,-0.13102506,-0.2407823,-0.40458867,0.36547834,-0.50894046,1.1754026,0.45233,0.9684042,0.21371973,0.58719,1.7777219,0.8727946,1.7413421,1.2994235,0.6872714,0.9804377,0.7146386,0.62154555,0.5597215,1.0651426,0.91377616,0.99752176,0.7905512,0.8059979,0.62448704,1.3166678,1.1254407,0.37802634,0.042577803,0.50657606,0.49728176,0.39345062,1.1999024,0.6955368,0.032793656,0.7452715,1.2362225,1.1749732,-0.45212588,0.96807843,-0.2135974,0.58700705,1.7775286,0.8725204,1.7411015,1.2991066,-0.68663293,0.9802869,-0.71403766,0.6214075,-0.55963296,1.0646933,-0.91369337,-0.99743414,-0.7901533,-0.8058567,-0.62403816,1.3163179,1.1252241,-0.37760487,-0.04223007,-0.5064485,-0.49720976,-0.393195,-1.1997995,0.69536746,-0.03246359,-0.7450965,1.2358145,0.24972638,0.31539252,0.13776065,0.18716916,0.34892365,0.24069929,-0.02319836,0.22199836,0.23771393,0.25814983,0.06263838,-0.021447212,0.348454,0.01299529,0.22065249,0.0077422564,0.14840904,0.061780587,0.27968723,-0.015964214,0.011183738,0.046740323,0.09655474,0.08153176,0.008279879,0.12491629,0.071943045,-0.051020652,0.16794187,0.0032445043,0.3075088,0.20218219
AA10-nc-10,0.63819116,0.8501462,0.22715703,0.48403826,0.4557299,0.5709638,0.48600236,0.5845421,0.6926742,0.38380843,0.53392756,0.9605072,0.80747473,0.52503186,0.59753287,0.62167925,0.3499119,0.57793707,0.12791024,0.6225728,0.4637495,0.6435003,0.72022283,0.62840414,1.2518381,0.45571265,0.19543241,0.50959206,0.5196105,0.62617177,0.67499393,0.4529887,-0.57065713,0.7867034,0.048473097,0.47603887,-0.41205007,-0.5190352,-0.4212746,-0.5084754,0.60416317,0.26834267,-0.4443318,0.87434787,0.6247343,0.4549827,-0.36865416,0.54110444,0.20494583,0.5163365,0.05451142,0.35346723,-0.027264535,-0.33438063,-0.051187366,0.6074046,1.215212,0.1817737,0.04896629,0.3941936,-0.45721644,0.21362987,0.5982184,-0.42812166,1.2576413,0.60319555,0.8735067,0.6091113,0.9837116,1.0872298,1.3813161,1.5190704,1.4664859,0.8742754,1.0843334,0.64674366,0.47050858,0.39370495,1.2957448,0.5729907,0.69459146,1.0557587,0.77381337,0.62516963,1.4095714,0.88268673,0.20019281,0.6900645,0.27714932,0.3855137,0.2504798,1.0182803,0.84872055,0.16402675,0.962335,0.8665053,1.2565621,-0.60278624,0.87264377,-0.6086559,0.98305225,1.087044,1.38043,1.5184302,1.4655528,-0.8736984,1.0841445,-0.6457409,-0.3075226,-0.39348277,1.2945864,-0.5728194,-0.6944877,-1.055183,-0.7736704,-0.623829,1.4085939,0.8819971,0.020110201,-0.6893044,-0.2767447,-0.38520408,-0.2496965,-1.017926,0.8484022,-0.1637821,-0.9619179,0.86541814,0.07440524,0.06970663,-0.0031640478,0.10397895,0.16794704,0.039610106,0.17832096,0.0806797,0.054287273,0.17356944,0.19571832,0.18648663,0.19898143,0.011852839,0.042651426,0.024427751,0.03524413,0.062268488,0.055047642,0.19815299,0.14615658,0.0029844488,0.08264713,0.26549858,0.1873837,-0.024873221,0.09533224,0.12640166,0.004729935,0.23371418,0.10767684,0.09347937
AA10-nc-all,0.61991924,0.94426596,0.32956108,0.5032657,0.4949153,0.70127916,0.5459881,0.54854006,0.76778764,0.54567003,0.6379362,1.1240252,0.9545311,0.43879083,0.58165133,0.63000154,0.66720074,0.75938743,0.19162197,0.91694343,0.5764149,0.540079,0.9223412,0.5948254,1.3356911,0.6536376,0.30046657,0.791335,0.6284003,0.59160274,0.7763443,0.42749703,-0.5071998,0.8360896,0.028943488,0.48957276,-0.38673016,-0.6007576,-0.4575251,-0.42072973,0.61418235,0.40817958,-0.49528852,0.96695197,0.589246,0.31896114,-0.21864355,0.4732241,0.43402228,0.6719909,0.0066777505,0.47627532,0.05636217,-0.1594261,0.10811109,0.5476842,1.2757313,0.25555867,0.07346057,0.5617112,-0.52210045,0.07998522,0.6671319,-0.21670495,1.225335,0.57402164,0.88163346,0.54946184,0.9904115,1.1328334,1.4258835,1.5626287,1.4853425,0.90752286,1.0235223,0.6813461,0.53931695,0.3575998,1.3110913,0.5195387,0.7398355,1.0583766,0.71407443,0.6578448,1.4101642,0.87154406,0.2520888,0.67871886,0.2927664,0.43501726,0.26342663,1.0081371,0.82720155,0.15493762,0.94825125,0.94250757,1.2244477,-0.5737106,0.8809076,-0.5492024,0.98987204,1.1326479,1.4251691,1.5620589,1.4845649,-0.9071892,1.0233306,-0.6807707,-0.43432233,-0.35741735,1.3101232,-0.5194054,-0.73972535,-1.0580952,-0.71402705,-0.657067,1.4093478,0.870984,0.15053302,-0.67808324,-0.2713428,-0.43480128,-0.2628666,-1.0079118,0.827016,-0.15454482,-0.947976,0.9416051,0.09415601,0.09070204,0.007909612,0.10748345,0.18176694,0.05680784,0.16108751,0.0956677,0.0721165,0.17484114,0.1839839,0.16908169,0.21050921,0.011840329,0.058473304,0.022879824,0.047284897,0.06270253,0.07513009,0.18039553,0.13452905,0.0067215506,0.0827088,0.24923478,0.17229703,-0.013934937,0.09541774,0.111808725,0.016971285,0.21464664,0.12739725,0.10163063
AA01-nc-1000,0.55726177,1.0415262,0.9959148,0.46045607,0.8304989,0.6438745,0.56472784,0.735748,1.1968548,0.6167901,0.5795297,1.2585098,1.552523,0.6333085,0.96562564,0.653142,0.9837639,0.7600949,0.35919535,1.2091346,1.2045034,0.7840986,1.4794217,0.72976196,1.2816441,0.8542775,0.55320925,0.93694216,0.6012368,0.6815806,0.90684783,0.6396725,-0.43539417,0.79321855,0.29485077,0.43400818,-0.2997474,-0.4889938,-0.4278047,-0.406949,0.6715583,0.42689273,-0.3763872,0.90215385,0.97230715,0.50426584,-0.004151954,0.50507003,0.4339092,0.55987406,0.15698765,0.66584176,0.07442526,-0.20463783,0.2936317,0.67512643,1.0106721,0.28638285,0.1763744,0.5742768,-0.48242846,0.24804857,0.70557255,-0.13632789,1.2865558,0.6222784,0.8215768,0.69862974,0.9542795,1.1787497,1.3945524,1.8120997,1.4734969,0.88046736,1.1823677,0.68213135,0.6328547,0.3393182,1.2667994,0.5821028,0.6219884,1.0849974,0.67350924,0.6479857,1.4261682,0.91986394,0.28909376,0.72701573,0.25603065,0.37274116,0.2902661,0.8954376,0.823824,0.18402983,0.9600719,0.7963758,1.2857729,-0.62081397,0.8209475,-0.69839114,0.953768,1.1785512,1.3938395,1.8115746,1.472796,-0.88003206,1.1821789,-0.6814707,-0.057656128,-0.33753315,1.2659597,-0.5819603,-0.621913,-1.0846814,-0.6652509,-0.64736176,1.4254411,0.91932786,0.07757327,-0.7262684,-0.16745238,-0.37254825,-0.2887845,-0.8952024,0.8235623,-0.18241277,-0.95976853,0.7956144,0.070736766,0.06382811,-0.006978432,0.100883156,0.14782956,0.034529235,0.20582062,0.07681506,0.05018005,0.17375761,0.21406302,0.21428108,0.18059507,0.011868581,0.03851322,0.027019162,0.03267728,0.06177104,0.049755637,0.22612973,0.16443397,0.0016023114,0.0829493,0.29084384,0.21121937,-0.029436314,0.09472154,0.1498436,-0.0002884323,0.2638017,0.09826846,0.081677884
AA05-nc-all,0.6080365,1.0006436,0.2628609,0.5445037,0.48085338,0.7102106,0.59766686,0.47866198,0.8904254,0.52869415,0.7017672,1.1582496,0.98842156,0.3984424,0.5127255,0.629509,0.6504197,0.78126043,0.17730257,0.92094404,0.60336304,0.5122926,0.97382605,0.6611418,1.3015305,0.64402056,0.23993762,0.8435893,0.6743736,0.56571394,0.84485143,0.42258504,-0.48763317,0.88696134,0.01868265,0.5316183,-0.3834259,-0.5913198,-0.4966237,-0.35649717,0.7133571,0.38106164,-0.53436863,0.98530096,0.6556676,0.2890182,-0.18937254,0.45734203,0.42327052,0.68082976,0.04053028,0.523539,0.15239541,-0.050918683,0.2574491,0.6028421,1.2470702,0.29394788,0.041461725,0.6240815,-0.55226207,-0.046746932,0.7118823,-0.11268033,1.2148261,0.5731699,0.8919673,0.53229517,0.96112084,1.2043053,1.406094,1.5745282,1.4700048,0.93812,0.98853546,0.7336516,0.49344766,0.34306157,1.2915722,0.5304552,0.7848446,1.0530598,0.6745618,0.67944866,1.396196,0.89705694,0.2597955,0.6168208,0.33654803,0.4647841,0.29261032,1.0061002,0.79471,0.14741378,0.9236391,1.0114493,1.2139858,-0.572842,0.8912903,-0.5320526,0.9605762,1.2040548,1.4053427,1.5739515,1.4692681,-0.937723,0.9882886,-0.7329844,-0.39073315,-0.3428905,1.2906761,-0.5303159,-0.7847542,-1.0527635,-0.67448133,-0.67876893,1.3954178,0.8964928,0.17680825,-0.61620826,-0.32336646,-0.4645809,-0.29207638,-1.005869,0.7944618,-0.1469919,-0.92333436,1.0106176,0.114782274,0.11766504,0.023210566,0.11866312,0.2059753,0.07905637,0.13345143,0.11276498,0.09301493,0.18567082,0.16562217,0.1406646,0.23050646,0.011973281,0.078363605,0.020540945,0.06049118,0.0627796,0.10023849,0.1512835,0.11602045,0.011638227,0.08441627,0.22390532,0.14785084,0.0019961717,0.09256478,0.087712355,0.0346151,0.18319443,0.1521487,0.11604207
AA05-nc-400,0.6116352,0.9319506,0.28957132,0.4719186,0.45125762,0.6958055,0.54389983,0.52689385,0.7840039,0.5413215,0.62469167,1.0864699,0.98594075,0.46062496,0.5316281,0.636276,0.6297731,0.76294166,0.1901927,0.89184916,0.58634096,0.53591734,0.9621729,0.6037608,1.2774272,0.6098305,0.26356095,0.7553005,0.6246054,0.5724161,0.77454233,0.41306305,-0.4922871,0.85054785,0.07430134,0.46070167,-0.35917312,-0.5925291,-0.46314725,-0.40961307,0.64500237,0.42908084,-0.47512236,0.95495117,0.62949157,0.3500107,-0.22186993,0.47359782,0.45021358,0.6897156,0.03114615,0.48392212,0.06538037,-0.16127132,0.14642203,0.5474003,1.2353756,0.23414502,0.08692065,0.57097447,-0.5227865,0.10982812,0.6795151,-0.16101313,1.2391789,0.58137506,0.87555486,0.5793908,0.98827803,1.1216047,1.4268903,1.5758587,1.4866034,0.9013103,1.0297813,0.69452685,0.54744226,0.35572016,1.3084645,0.53037906,0.7231911,1.0598507,0.70114034,0.6529612,1.4148782,0.8779969,0.27280742,0.6928025,0.27794343,0.42878237,0.26304603,0.9920711,0.8223452,0.16280359,0.95475936,0.9223331,1.2383395,-0.5810493,0.8748708,-0.5791346,0.9877284,1.1213882,1.4261329,1.5752928,1.4858537,-0.90091425,1.0295726,-0.69385344,-0.37954646,-0.35554317,1.3075601,-0.5302354,-0.7231051,-1.0595366,-0.70107424,-0.65228254,1.4140935,0.8774288,0.15083554,-0.69218695,-0.2553491,-0.42859164,-0.26245633,-0.9918496,0.82209647,-0.16258001,-0.9544455,0.9214905,0.08908961,0.084366255,0.0044044433,0.10673314,0.17681164,0.05166072,0.16751046,0.09166909,0.06718023,0.17492561,0.18828812,0.17556648,0.20622817,0.011843263,0.05389367,0.023484068,0.04409289,0.06258593,0.06931122,0.18692671,0.13879406,0.0055576246,0.08277348,0.25515595,0.17787525,-0.01767623,0.09528541,0.11722361,0.012860772,0.22170307,0.12161615,0.09870624
AA03-nc-all,0.6075688,0.9567862,0.2857546,0.5003851,0.4607021,0.67913026,0.5595985,0.5072583,0.83327127,0.5365537,0.64553535,1.110384,1.0231965,0.45147377,0.51227784,0.6378242,0.62861544,0.75112635,0.19674045,0.90499616,0.5838113,0.528748,0.9759398,0.6448354,1.2738273,0.6283881,0.2586436,0.79250467,0.6384379,0.5684018,0.80491394,0.4202229,-0.4917276,0.8595139,0.06392364,0.48978612,-0.37399545,-0.57374537,-0.4658334,-0.3944859,0.67235804,0.40549913,-0.48725873,0.95976657,0.6687711,0.3458676,-0.20831566,0.47626844,0.42389497,0.6690131,0.052495126,0.4973526,0.08934111,-0.13004442,0.18296425,0.5921306,1.2244247,0.25611666,0.06832334,0.5841346,-0.5269217,0.06549322,0.69154537,-0.16265759,1.2340019,0.584503,0.8769934,0.5715112,0.97434086,1.1560234,1.4109501,1.5913966,1.4775801,0.90999,1.0286419,0.7037728,0.5079566,0.35634282,1.2981619,0.53963196,0.73569983,1.0577717,0.7000853,0.6619971,1.4070443,0.8885015,0.26431686,0.6646402,0.3031677,0.43680504,0.27713633,0.9925857,0.81579506,0.1512837,0.94350356,0.9402892,1.2331904,-0.5841799,0.876322,-0.5712695,0.9737926,1.1557934,1.4101969,1.5908345,1.4768447,-0.90960675,1.028418,-0.703118,-0.34073725,-0.3561682,1.297287,-0.53949136,-0.7356106,-1.0574553,-0.7000203,-0.66130215,1.4062681,0.88794386,0.14251941,-0.66403645,-0.2710201,-0.43660167,-0.2764538,-0.99236184,0.8155482,-0.14964367,-0.94320136,0.9394678,0.09669325,0.094229825,0.009773349,0.11053944,0.18452238,0.059728015,0.15874173,0.09792248,0.07480187,0.17877945,0.18249397,0.16653478,0.21261075,0.011896335,0.061121505,0.022732625,0.048938032,0.06255672,0.07836545,0.17772855,0.1329608,0.0073099616,0.08340513,0.24722762,0.17012624,-0.011962637,0.09420282,0.1095924,0.019261042,0.21168853,0.13042776,0.10329452
AA03-co-100,0.59465873,0.92627776,0.334877,0.48032826,0.4497073,0.67697966,0.5412258,0.51787674,0.7858044,0.5681919,0.58384997,1.1257149,1.028739,0.4628167,0.5251204,0.64502585,0.6827607,0.76805055,0.19421127,0.9516991,0.6388741,0.55220675,1.0888671,0.6051894,1.2988429,0.6884284,0.29257223,0.8412602,0.6177501,0.59186006,0.7696408,0.4192035,-0.46665138,0.81762284,0.07639082,0.4695157,-0.34566513,-0.58205277,-0.4401748,-0.3976551,0.5796484,0.4374345,-0.4401974,0.9477299,0.6038996,0.3467872,-0.2073375,0.4655408,0.45175508,0.68985265,0.018431555,0.49060264,0.06347635,-0.14796151,0.14864725,0.55326605,1.2394347,0.2413926,0.09097708,0.5777864,-0.51666045,0.13937788,0.6480779,-0.16958445,1.245386,0.5747018,0.8700239,0.56191176,0.9976201,1.1213576,1.4546355,1.5936248,1.4983618,0.8892168,1.0644169,0.68001467,0.552303,0.3597529,1.322289,0.5221056,0.7140964,1.0602554,0.70082915,0.6463332,1.4231845,0.8694893,0.28538048,0.7158817,0.2594362,0.42803288,0.2599498,0.98151374,0.8265587,0.15902674,0.9623631,0.90510386,1.2445567,-0.5743677,0.86934626,-0.56165713,0.9970657,1.121137,1.4538721,1.5930661,1.4976146,-0.888851,1.0641972,-0.67936784,-0.40285054,-0.35958573,1.3213917,-0.5219741,-0.7140149,-1.0599412,-0.7007642,-0.6456685,1.4224051,0.868922,0.19846447,-0.71530426,-0.21458584,-0.4278458,-0.258884,-0.98129594,0.8263209,-0.15565287,-0.9620569,0.9042679,0.085658826,0.08027289,0.0025670258,0.10393383,0.1707582,0.048367802,0.17446104,0.08874723,0.0639678,0.17199335,0.19280843,0.18273267,0.20107676,0.01180421,0.05091098,0.024081195,0.042022757,0.062608674,0.065656744,0.19424981,0.14338726,0.004903648,0.082353584,0.2613698,0.18400797,-0.01966339,0.0960393,0.12334075,0.010439395,0.22959475,0.11708594,0.09506315
AA07-nc-10,0.56335723,0.8992292,0.64448977,0.41889858,0.5856837,0.7125274,0.5852113,0.5640561,0.8929343,0.6698013,0.56452835,0.9945688,1.445688,0.5385859,0.78506315,0.6436366,0.76932293,0.8630637,0.34588158,1.2562351,0.9698108,0.6287478,1.5962873,0.5946647,1.3345822,0.8321392,0.41262498,0.68988,0.68536395,0.55914295,0.7698372,0.3033409,-0.37350625,0.81236535,0.20508775,0.39482623,-0.26054636,-0.572317,-0.4396101,-0.32754672,0.60636634,0.5746343,-0.3985339,0.826857,0.8398832,0.3456076,0.0388775,0.39082003,0.53956527,0.7932687,0.06357853,0.6959485,0.15217444,-0.040833056,0.5067689,0.50928825,1.2334406,0.33383527,0.20563121,0.5358006,-0.53990614,0.30071107,0.6913165,-0.07809631,1.2390815,0.59283465,0.8479966,0.6451182,0.9594592,1.0974021,1.4738718,1.5805612,1.493461,0.883309,1.0668226,0.70008034,0.686604,0.3435095,1.2864077,0.5378308,0.6672214,1.0483834,0.66318274,0.6573004,1.4198341,0.8911028,0.34893116,0.74250185,0.21196613,0.46997818,0.26940906,1.0144365,0.83275425,0.122668624,0.9805673,0.91331387,1.2381045,-0.59242,0.84721583,-0.6447957,0.9588005,1.0971258,1.4729354,1.5798929,1.4925869,-0.88283557,1.0666201,-0.6992325,-0.29341462,-0.34328237,1.2853817,-0.53768575,-0.66713285,-1.0480632,-0.663097,-0.6566983,1.4189255,0.89040506,0.27065998,-0.7418751,-0.12857483,-0.46983123,-0.26896596,-1.0142329,0.8323962,-0.120905474,-0.9801539,0.9123577,0.08794592,0.08256094,0.0032542727,0.1044745,0.17013827,0.050796546,0.17712471,0.09081613,0.066448376,0.17377801,0.19461486,0.18516794,0.19999313,0.011822936,0.05342587,0.02450549,0.043434035,0.062442023,0.06857381,0.19628233,0.1450362,0.00496762,0.08270397,0.26362616,0.18594651,-0.019726709,0.09544723,0.1253245,0.010651415,0.23194902,0.119645454,0.09480369
